"code","ISO3V10","Country","EPI_regions","GEO_subregion","GDPCAP07","Population07","Landarea","PopulationDensity","Landlock","No_surface_water","Desert","High_Population_Density","EPI","ENVHEALTH","ECOSYSTEM","DALY","AIR_H","WATER_H","AIR_E","WATER_E","BIODIVERSITY","FORESTRY","FISHERIES","AGRICULTURE","CLIMATE","DALY_pt","ACSAT_pt","ACSAT_pt_imp","WATSUP_pt","WATSUP_pt_imp","INDOOR_pt","PM10_pt","SO2_pt","NOX_pt","NMVOC_pt","OZONE_pt","WQI_pt","WQI_pt_imp","WQI_pt_GEMS station data","WSI_pt","WATSTR_pt","PACOV_pt","MPAEEZ_pt","AZE_pt","FORGRO_pt","FORCOV_pt","MTI_pt","EEZTD_pt","AGWAT_pt","AGSUB_pt","AGPEST_pt","GHGCAP_pt","GHGCAP_pt_imp","GHGIND_pt","CO2KWH_pt","CO2KWH_pt_imp","DALY_raw","ACSAT_raw","ACSAT_raw_imp","WATSUP_raw","WATSUP_raw_imp","INDOOR_raw","PM10_raw","OZONE_raw","WQI_raw","WQI_raw_imp","WQI_raw_GEMS station data","SO2_raw","NOX_raw","NMVOC_raw","WSI_raw","WATSTR_raw","PACOV_raw","AZE_raw","MPAEEZ_raw","FORGRO_raw","FORCOV_raw","MTI_raw","EEZTD_raw","AGWAT_raw","AGSUB_raw","AGPEST_raw","GHGCAP_raw","GHGCAP_raw_imp","GHGIND_raw","CO2KWH_raw","CO2KWH_raw_imp","DALY_w","ACSAT_w","WATSUP_w","INDOOR_w","PM10_w","OZONE_w","SO2_w","NOX_w","NMVOC_w","WSI_w","WATSTR_w","PACOV_w","AZE_w","MPAEEZ_w","FORGRO_w","FORCOV_w","MTI_w","EEZTD_w","AGWAT_w","AGSUB_w","AGPEST_w","GHGCAP_w","GHGIND_w","CO2KWH_w","DALY_tr","PM10_tr","OZONE_tr","SO2_tr","NOX_tr","NMVOC_tr","WATSTR_tr","MPAEEZ_tr","AGWAT_tr","GHGCAP_tr","GHGIND_tr","CO2KWH_tr","DALY_t","ACSAT_t","WATSUP_t","INDOOR_t","PM10_t","OZONE_t","SO2_t","NOX_t","NMVOC_t","WSI_t","WATSTR_t","PACOV_t","AZE_t","MPAEEZ_t","FORGRO_t","FORCOV_t","MTI_t","EEZTD_t","AGWAT_t","AGSUB_t","AGPEST_t","GHGCAP_t","GHGIND_t","CO2KWH_t","DALY_ttr","PM10_ttr","OZONE_ttr","SO2_ttr","NOX_ttr","NMVOC_ttr","WATSTR_ttr","MPAEEZ_ttr","AGWAT_ttr","GHGCAP_ttr","GHGIND_ttr","CO2KWH_ttr"
"124","CAN","Canada","North America","North America","36260.037089999998","32976000",9458906.77,"3.4862379767381935",0,0,0,0,"66.436784891399299","92.773357579939187","40.100212202898597","86.862504633562594","97.368421052631589","100","25.268004887898936","90.720893220201674","61.907878074887577","100","33.7749095",89.5278477819315,"37.338142415849674","86.862504633562594","100",0,"100",0,"94.736842105263193","100","30.171991249662302","31.217506753074399","20.6239870232322","9.2505618021001208","93.110261969999996",0,"93.110261969999996","100","76.663048940806704","77.662000000000006","17.3075122995503","75","100","100","0","67.549818999999999","100",65.0928259397716,100,"21.8153852757106",0,"72.423781424011295","33.298017687966201",0,"15","100",0,"100",0,"5","17.386665000000001","65561497.600000001","93.110261969999996",0,"93.110261969999996","8.2523079999999993","6.8351220000000001","13.433633","0","1.6599999999999999","7.7662000000000004","75","0.51439500000000005","1","0","-0.034685000000000001","32.450181000000001","0.186",0.0969697,22,"24.878612",0,"64.843997999999999","204.886",0,"2.7080502011022101","100","100","5","2.8557035330913898","17.9984991700289","2.1104929187974899","1.9220743193216601","2.59776148772802","0","0.97832612279360798","7.7662000000000004","75","0.41501601926991299","1","0","-0.034071200000000003","32.450181000000001","0.17058630057553401",0.0969697,22,"3.2534168360460698","4.1872882774900102","5.32245372689784","2.7080502011022101","2.8557035330913898","17.9984991700289","2.1104929187974899","1.9220743193216601","2.59776148772802","0.97832612279360798","0.41501601926991299","0.17058630057553401","3.2534168360460698","4.1872882774900102","5.32245372689784",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"756","CHE","Switzerland","Europe","Western Europe","37581.171730000002","7550077",38975.12,"193.71529837496331",1,0,0,0,"89.092827528186305","92.288670669649662","85.896984386772601","89.097946133587399","90.958790411423848","100","47.839015078615745","93.45897325","100","100","NA",70,"73.827869275253931","89.097946133587399","100",0,"100",0,"94.736842105263193","87.180738717584504","62.494976317468698","43.270952002168301","31.048306324974799","25.229903192145301","86.917946499999999",0,"86.917946499999999","100","100","100","NA","NA","100","100","NA","NA","100",0,100,"59.357289990202602",1,"95.126082462172803","81.470814658437703",0,"14","100",0,"100",0,"5","25.506523000000001","2755990.0800000001","86.917946499999999",0,"86.917946499999999","0.36856100000000003","2.1776360000000001","5.2164260000000002","0","0","10","NA","NA","1.0466200000000001","0.40000000000000002","NA","NA","0.092999999999999999",0.4810579,22,"8.9022590000000008",1,"40.241118","23.138000000000002",0,"2.6390573296152602","100","100","5","3.2389342233737","14.829287674535699","-0.99814904509572999","0.778239884740206","1.6518124930685301","0","0","10","NA","NA","1.0466200000000001","0.40000000000000002","NA","NA","0.088926209194401501",0.27779304,22,"2.2927629129292102","3.7194357683836299","3.1414762876067002","2.6390573296152602","3.2389342233737","14.829287674535699","-0.99814904509572999","0.778239884740206","1.6518124930685301","0","NA","0.088926209194401501","2.2927629129292102","3.7194357683836299","3.1414762876067002",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"152","CHL","Chile","Latin America and Caribbean","South America","13087.42613","16594596.4396281",721229.34,"23.008765061648909",0,0,0,0,"73.342755406156897","81.283242370178073","65.402268442113694","79.203259942973503","74.403797789354854","92.322651805410459","42.214451449979833","59.21029782043567","40.935267601246913","100","93.620942499999998",96.7814744386684,"60.742122299426555","79.203259942973503","93.265993265993302",0,"91.379310344827601",0,"94.736842105263193","54.070753473446501","27.704649720340001","48.987624985858403","46.584349504458501","74.600785048542093","52.551189270000002",0,"52.551189270000002","100","31.738812741742699","67.003969999999995","1.1617014049876699","28.571428999999998","100","100","100","87.241884999999996","100",89.2715814622281,100,"61.744889127890403",0,"100","19.478710941925399",0,"19","94",0,"95",0,"5","47.802778000000004","153.08000000000001","52.551189270000002",0,"52.551189270000002","10.462400000000001","1.265852","1.273798","0","16.489999999999998","6.7003969999999997","28.571428999999998","0.028247999999999999","1.063987","0.40000000000000002","0.0058849999999999996","12.758115","0.86399999999999999",0.0298028,22,"8.3153819999999996",0,"32.399683000000003","383.02859999999998",0,"2.9444389791664398","94","95","5","3.86708375496349","5.03747194804982","2.34778787782487","0.235745413254731","0.242002988848699","0","2.8616292890305099","6.7003969999999997","28.571428999999998","0.027856383074231598","1.063987","0.40000000000000002","0.0058849999999999996","12.758115","0.62272471626339898",0.0298028,22,"2.2316670123377702","3.5085464089196501","5.9481096600219496","2.9444389791664398","3.86708375496349","5.03747194804982","2.34778787782487","0.235745413254731","0.242002988848699","2.8616292890305099","0.027856383074231598","0.62272471626339898","2.2316670123377702","3.5085464089196501","5.9481096600219496",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"156","CHN","China","East Asia and the Pacific","Northeast Asia","5083.6605399999999","1318309724.2285099",9198093.51,"143.324235918592",0,0,0,0,"49.004731380565403","58.677181472540248","39.332281288630902","62.3126920943008","40.069022261952597","70.014319439606808","30.185683587269938","65.954021088581868","57.215877111960275","100","56.5318015",69.0503502473446,"40.17846064131367","62.3126920943008","60.718294051627403",0,"79.310344827586206",0,"48.3894736842105","31.7485708396947","33.549061998750297","42.411429661514497","37.8944121517181","0.16107371413615101","67.961642400000002",0,"67.961642400000002","100","27.8927995543275","85.682000000000002","9.7722354478410995","47.727272999999997","100","100","100","13.063603000000001","83.3883360056642",76.0907616691908,59.0909090909091,"75.732293234996803",0,"4.8415712635838002","4.4076848316772601",0,"32","65",0,"88",0,"49.030000000000001","73.008171000000004","397710008.31999999","67.961642400000002",0,"67.961642400000002","5.9637849999999997","2.3627020000000001","2.8026529999999998","0","19.550000000000001","8.5681999999999992","47.727272999999997","0.26405899999999999","1.0734509999999999","2.2000000000000002","0.0058310000000000002","86.936396999999999","15.08",0.0664182,13,"5.5126439999999999",0,"264.08031399999999","757.8125",0,"3.4657359027997301","65","88","49.030000000000001","4.2905713663913803","19.801233677877299","1.78570534662157","0.85980587937612096","1.03056646858637","0","3.0228609409422398","8.5681999999999992","47.727272999999997","0.23432797185050799","1.0734509999999999","2.2000000000000002","0.0058310000000000002","86.936396999999999","2.7775762637508201",0.0664182,13,"1.87374551815941","5.5800328517673901","6.6304359935659001","3.4657359027997301","4.2905713663913803","19.801233677877299","1.78570534662157","0.85980587937612096","1.03056646858637","3.0228609409422398","0.23432797185050799","2.7775762637508201","1.87374551815941","5.5800328517673901","6.6304359935659001",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"384","CIV","Côte d'Ivoire","Sub-Saharan Africa","Western Africa","1700","20122796",320328.85,"62.819180976050085",0,0,0,0,"54.250074723535398","26.217690428241809","82.282459018870796","10.1652133239915","43.568354725187845","40.971980339796396","46.250712437354473","62.984618964431249","62.931229100456008","100","91.206515999999993",88.6363636363636,"76.657698209767744","10.1652133239915","14.702581369248",0,"67.241379310344797",0,"18.7368421052632","68.399867345112497","61.9769531364947","48.1557079050569","37.710708703273198","5.7069986063126201","50.868096819999998",1,"NA","NA","75.101141108862507","100","1.7249164018240299","50","100","100","100","82.413032000000001","100",100,77.2727272727273,"94.596593921091596",0,"97.057490619494999","20.3801143773928",0,"160","24",0,"81",0,"77.200000000000003","36.424348999999999","132394997.76000001","50.868096819999998",1,"NA","0.38738800000000001","1.369837","2.8497650000000001","NA","1.8400000000000001","10","50","0.042229000000000003","1.0248280000000001","0.10000000000000001","0.001915","17.586967999999999","0.72999999999999998",0,17,"3.0189870000000001",0,"38.631847","367.71179999999998",0,"5.0751738152338302","24","81","77.200000000000003","3.5952374795811299","18.701300427037701","-0.94832850422467296","0.31469175465938798","1.0472365347405099","NA","1.04380405217311","10","50","0.041361688859062502","1.0248280000000001","0.10000000000000001","0.001915","17.586967999999999","0.54812140850968805",0,17,"1.3910298808263499","3.6796330122228","5.9072994791711499","5.0751738152338302","3.5952374795811299","18.701300427037701","-0.94832850422467296","0.31469175465938798","1.0472365347405099","1.04380405217311","0.041361688859062502","0.54812140850968805","1.3910298808263499","3.6796330122228","5.9072994791711499",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"120","CMR","Cameroon","Sub-Saharan Africa","Central Africa","2009.3714199999999","18532798.557006299",465765.23,"39.790000118742867",0,0,0,0,"44.622984995950397","27.42889736800705","61.817072623900799","17.649425943795201","27.7760007138159","46.6407368706219","47.964224364853166","76.431605489999995","70.012166750000006","74.599900466563","51.009664317194598",56.0761113904994,"66.125280936196845","17.649425943795201","45.005611672278299",0,"48.275862068965502",0,"15.157894736842101","40.394106690789698","61.584422074518102","53.6732975318181","43.578939802096201","5.7798426316503804","52.863210979999998",1,"NA","100","100","81.691000000000003","100","16.666667","80.304000000000002","68.895800933125997","92.571438634389196","9.4478899999999992","100",97.5264319077253,13.6363636363636,"76.076781305649703",0,"87.517183798675305","24.830377334812699",0,"127","51",0,"70",0,"80.599999999999994","61.963883000000003","130496000","52.863210979999998",1,"NA","0.40229199999999998","0.81146799999999997","1.6731819999999999","0","0","8.1691000000000003","16.666667","24.934279","0.95076000000000005","-1","-0.0025309999999999998","90.552109999999999","0.255",0.0068714,3,"5.4554869999999998",0,"47.242536000000001","300.61130000000003",0,"4.8441870864585903","51","70","80.599999999999994","4.1265516830491897","18.686853140579299","-0.91057708588158603","-0.20891032595348899","0.51472720269873096","0","0","8.1691000000000003","16.666667","3.25556560714702","0.95076000000000005","-1","-0.0025309999999999998","90.552109999999999","0.227135572583747",0.0068714,3,"1.8649304668439199","3.8762411215180799","5.70581806809603","4.8441870864585903","4.1265516830491897","18.686853140579299","-0.91057708588158603","-0.20891032595348899","0.51472720269873096","0","3.25556560714702","0.227135572583747","1.8649304668439199","3.8762411215180799","5.70581806809603",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"180","COD","Dem. Rep. Congo","Sub-Saharan Africa","Central Africa","300","62399224.1428672",2313414.38,"26.972783035466048",0,0,0,0,"51.635001232310699","11.575235989396671","91.6947664752214","1.9773916531785301","27.618423509699351","14.72773714153027","49.949270274850598","73.939363540000002","58.266833250000005","94.524380093312601","87.398200179506446",59.0909090909091,"92.127560731857699","1.9773916531785301","22.5589225589226",0,"6.8965517241379404",0,"0","55.236847019398702","68.250210918183697","52.305462742455902","42.6395261520966","0","47.878727079999997",1,"NA","100","100","99.867000000000004","0","33.333333000000003","95.269599999999997","93.779160186625205","87.875390359012897","86.921009999999995","100",100,18.1818181818182,"84.255121463715398",0,"100","100",0,"206","31",0,"46",0,"95","46.756864999999998","1182560010.24","47.878727079999997",1,"NA","0.211897","0.92394100000000001","1.822071","0","0","9.9867000000000008","33.333333000000003","0","0.988174","-0.20000000000000001","-0.0041310000000000001","13.078989999999999","0.0080000000000000002",0,4,"4.2365149999999998",0,"0","2.6423000000000001",0,"5.3278761687895804","31","46","95","3.84496108987382","19.833179717078899","-1.5516549714296199","-0.079107062192983399","0.59997376624537702","0","0","9.9867000000000008","33.333333000000003","0","0.988174","-0.20000000000000001","-0.0041310000000000001","13.078989999999999","0.0079681696491768796",0,4,"1.6556562007357001","0","0.97164974999443299","5.3278761687895804","3.84496108987382","20.890947426505701","-1.5516549714296199","-0.079107062192983399","0.59997376624537702","0","0","0.0079681696491768796","1.6556562007357001","0","0.97164974999443299",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"178","COG","Congo","Sub-Saharan Africa","Central Africa","3517.0794900000001","3551105",343234.65,"10.345997992918255",0,0,0,0,"53.967702511214597","29.358582217500587","78.576822804929193","31.043057429145801","25.241592238422299","30.106621773288449","35.699174948580129","74.520600510000008","72.458725694227496","97.70039004665631","82.313740499999994",100,"70.679085614870758","31.043057429145801","10.2132435465769",0,"50",0,"11.6631578947368","38.820026582107801","42.981485742336801","45.537761071470598","31.5285153985146","8.1843159944851909","49.041201020000003",1,"NA","100","100","88.174999999999997","25.30990277691","NA","98.511200000000002","96.889580093312603","100","64.627481000000003","100",100,100,"67.180812840094902",0,"99.581669647401","48.773047131892199",0,"84","20",0,"71",0,"83.920000000000002","63.842205999999997","81000801.280000001","49.041201020000003",1,"NA","2.4074019999999998","1.7561549999999999","4.993995","0","0","8.8175000000000008","NA","0.83474400000000004","0.996278","-0.10000000000000001","0.00055400000000000002","35.372518999999997","0.00050000000000000001",0,22,"7.1057040000000002",0,"36.622954","101.6806",0,"4.4308167988433098","20","71","83.920000000000002","4.1564145076823804","18.209969617279","0.87854815773493899","0.56312676011017504","1.6082361906556399","0","0","8.8175000000000008","NA","0.60690496223738799","0.996278","-0.10000000000000001","0.00055400000000000002","35.372518999999997","0.00049987504165099298",0,22,"2.0925680113785199","3.6276143428529202","4.6218365277292497","4.4308167988433098","4.1564145076823804","18.209969617279","0.87854815773493899","0.56312676011017504","1.6082361906556399","0","0.60690496223738799","0.00049987504165099298","2.0925680113785199","3.6276143428529202","4.6218365277292497",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"184","COK","Cook Islands","East Asia and the Pacific","South Pacific","NA","NA",687.65,"NA",0,0,0,0,"NA","80.14223400102199","NA","65.502253845964105","94.736842105263193","94.827586206896541","71.966945426452241","NA","13.859483172715434","100","NA",48.1818181818182,"NA","65.502253845964105","100",0,"89.655172413793096",0,"94.736842105263193","NA","69.654854123159794","64.894597028488306","57.942513160745698","100","NA",0,"NA","NA","NA","2.7000000000000002","0.037932690861737201","50","NA","100","100","NA","NA",100,13.6363636363636,"82.014986121730502",1,"100","NA",0,"29","100",0,"94",0,"5","NA","0","NA",0,"NA","0.18512100000000001","0.27977299999999999","0.45444099999999998","NA","NA","0.27000000000000002","50","0.00091","NA","0","0.0020149999999999999","NA","NA",0,3,"4.5454549999999996",1,"0","NA",0,"3.3672958299864701","100","94","5","NA","0","-1.68674561364989","-1.2737767189051501","-0.78868718677233596","NA","NA","0.27000000000000002","50","0.00090958620101898703","NA","0","0.0020149999999999999","NA","NA",0,3,"1.7129786733421499","0","NA","3.3672958299864701","NA","0","-1.68674561364989","-1.2737767189051501","-0.78868718677233596","NA","0.00090958620101898703","NA","1.7129786733421499","0","NA",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"170","COL","Colombia","Latin America and Caribbean","South America","8109.0302799999999","43987000",1141177.03,"38.545290383210741",0,0,0,0,"76.773894830615902","74.604959593554938","78.942830067631803","63.341383265643003","90.11723361390014","81.619838229033604","47.770988936080968","69.297202307954024","82.658549159192276","96.889580093312603","88.589062016213106",76.1554687684694,"71.315695228367176","63.341383265643003","75.308641975308603",0,"87.931034482758605",0,"86.2210526315789","94.013414596221395","59.355728518363698","49.757848804068701","39.513423676952897","19.287475580373101","54.579543819999998",0,"54.579543819999998","100","68.029721591816099","95.134","93.223339636769097","47.142856999999999","NA","96.889580093312603","78.213271032426206","98.964853000000005","100",28.093986803989,95.4545454545455,"80.124788186685905",0,"81.167749139342902","43.845455400753998",0,"31","78",0,"93",0,"13.09","22.405521","8956229.7599999998","54.579543819999998",0,"54.579543819999998","0.49845899999999999","1.1766289999999999","2.4197160000000002","0","2.8199999999999998","9.5134000000000007","47.142856999999999","8.3502030000000005","NA","-0.10000000000000001","-0.0074229999999999999","1.035147","0.23000000000000001",0.1997499,21,"4.8202699999999998",0,"53.986694999999997","127.0942",0,"3.4339872044851498","78","93","13.09","3.1093074017057498","16.007860022335802","-0.69623393970291303","0.16265357043327699","0.88365017791001399","0","1.3402504226184799","9.5134000000000007","47.142856999999999","2.2353980542948602","NA","-0.10000000000000001","-0.0074229999999999999","1.035147","0.20701416938432601",0.1997499,21,"1.76134665241986","4.0070912468768398","4.8449285437946203","3.4339872044851498","3.1093074017057498","16.007860022335802","-0.69623393970291303","0.16265357043327699","0.88365017791001399","1.3402504226184799","2.2353980542948602","0.20701416938432601","1.76134665241986","4.0070912468768398","4.8449285437946203",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"174","COM","Comoros","Sub-Saharan Africa","Western Indian Ocean","1095.9048399999999","628410.06071383599",1673.65,"375.47280537378543",0,0,0,1,"NA","44.750508556422318","NA","40.882686596640902","46.643565324369199","50.593095708038248","61.922073982225854","61.601835774999998","2.2798826188761323","0","NA",54.5454545454545,"75.587397560961278","40.882686596640902","27.0482603815937",0,"74.137931034482804",0,"19.989473684210498","73.297656964527903","62.299843774981603","50.4215376568105","34.211374911599798","100","23.203671549999999",1,"NA","100","NA","0","9.1195304755045292","0","0","0","100","NA","100",100,9.09090909090909,"100",1,"100","2.3495902438451002",1,"62","35",0,"85",0,"76.010000000000005","33.192321","0","23.203671549999999",1,"NA","0.37554300000000002","1.104808","3.9148679999999998","0","NA","0","0","0.24442900000000001","0.63838899999999998","-7.4000000000000004","0.0045919999999999997","NA","0.39169999999999999",0,2,"0.49959199999999998",1,"0","831.81849599999998",1,"4.1271343850450899","35","85","76.010000000000005","3.5023185539888599","0","-0.97938230035281504","0.099671564216344696","1.36478161239926","0","NA","0","0","0.21867679017353001","0.75","-3.2149999999999999","0.0045919999999999997","NA","0.33052602144367099",0,2,"0.40519307110945502","0","6.7236142631760396","4.1271343850450899","3.5023185539888599","0","-0.97938230035281504","0.099671564216344696","1.36478161239926","NA","0.21867679017353001","0.33052602144367099","0.40519307110945502","0","6.7236142631760396",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"132","CPV","Cape Verde","Sub-Saharan Africa","Western Africa","3100.3619199999998","491717",4071.64,"120.76632511715181",0,0,0,0,"NA","56.258404409375814","NA","56.744563273971302","61.894736842105303","49.649754247455348","69.197625814503681","NA","37.447166811622083","100","NA",56.8181818181818,"75.448562479904624","56.744563273971302","33.782267115600398",0,"65.517241379310306",0,"61.894736842105303","NA","68.611739620820501","60.965415577564102","48.385120446996503","100","45.988908189999997",1,"NA","NA","NA","24.893999999999998","0.00066724648833371702","100","100","100","100","NA","100",100,13.6363636363636,"100",1,"100","1.79424991961848",1,"38","41",0,"80",0,"36.200000000000003","NA","0","45.988908189999997",1,"NA","0.204656","0.40620000000000001","1.0817639999999999","NA","NA","2.4893999999999998","100","1.5999999999999999e-05","1.0169490000000001","0.40000000000000002","0.012708000000000001","NA","6.6660000000000004",0,3,"1.047256",1,"0","852.99762799999996",1,"3.6375861597263901","41","80","36.200000000000003","NA","0","-1.5864247581251001","-0.90090962983585299","0.0785930420312526","NA","NA","2.4893999999999998","100","1.59998720013813e-05","1.0169490000000001","0.40000000000000002","0.012708000000000001","NA","2.03679496695836",0,3,"0.716500359924643","0","6.7487567667140702","3.6375861597263901","NA","0","-1.5864247581251001","-0.90090962983585299","0.0785930420312526","NA","1.59998720013813e-05","2.03679496695836","0.716500359924643","0","6.7487567667140702",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"188","CRI","Costa Rica","Latin America and Caribbean","Meso America","10239.062669999999","4462192.6025822703",51014.99,"87.468263790353987",0,0,0,0,"86.396632794698803","82.183341767114058","90.609923822297503","77.541303330997906","77.619567248830492","96.0311931576299","59.94432387118222","73.858771134999998","73.401052423531041","100","99.123243500000001",90.9090909090909,"78.553965050907749","77.541303330997906","95.510662177328797",0,"96.551724137931004",0,"86.589473684210503","68.649660813450495","57.844213165936303","42.8296264893768","43.3036772399076","100","47.717542270000003",1,"NA","100","100","99.992999999999995","18.6182096941242","75","100","100","100","98.246487000000002","100",100,81.8181818181818,"100",0,"57.7815154533615","56.434344750269503",0,"20","96",0,"98",0,"12.74","36.252142999999997","0","47.717542270000003",1,"NA","0.57645100000000005","2.2707730000000002","1.7155020000000001","0","0","9.9992999999999999","75","0.562747","1.004032","0.10000000000000001","0.029069000000000001","1.7535130000000001","1.272",0,18,"2.0055489999999998",0,"88.035782999999995","71.878600000000006",0,"2.99573227355399","96","98","12.74","3.59049849679471","0","-0.55086493854884599","0.82012030216095599","0.53970574915655101","0","0","9.9992999999999999","75","0.44644517013509299","1.004032","0.10000000000000001","0.029069000000000001","1.7535130000000001","0.82066050085890496",0,18,"1.1004602468078699","4.4890383451089901","4.2749785848197304","2.99573227355399","3.59049849679471","0","-0.55086493854884599","0.82012030216095599","0.53970574915655101","0","0.44644517013509299","0.82066050085890496","1.1004602468078699","4.4890383451089901","4.2749785848197304",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
"192","CUB","Cuba","Latin America and Caribbean","Caribbean","9100","11257013.262075",111198.91,"101.23312595487671",0,0,0,0,"78.131400549072794","84.348443176916703","71.914357921245596","74.453153400179104","97.368421052631589","91.119044854677043","40.664736194393797","74.083023843756649","49.634806910590619","100","94.296976999999998",83.2005545751378,"66.599996882996663","74.453153400179104","97.755331088664406",0,"84.482758620689694",0,"94.736842105263193","100","41.201201586361201","41.844244399229297","39.932224258890699","38.608343749159197","88.600135159999994",0,"88.600135159999994","100","19.131825055026599","65.859999999999999","19.760403642362501","47.058824000000001","100","100","100","88.593953999999997","84.184591057507205",100,72.7272727272727,"100",1,"64.506289274363596","1.8936982576230601",0,"22","98",0,"91",0,"5","17.484031000000002","194058","88.600135159999994",0,"88.600135159999994","2.8569819999999999","2.493357","2.3294830000000002","0","28.670000000000002","6.5860000000000003","47.058824000000001","0.60614000000000001","1.1853659999999999","2.2000000000000002","0.002431","11.406046","14.789999999999999",0,16,"2.4646520000000001",1,"76.513582","849.16570000000002",0,"3.0910424533583201","98","91","5","2.8612879500491402","12.175917515520601","1.0497658229137701","0.91362999525183697","0.84564635454471604","0","3.3901364343027298","6.5860000000000003","47.058824000000001","0.47383378482608801","1.1853659999999999","2.2000000000000002","0.002431","11.406046","2.7593768282675502",0,16,"1.24261219469771","4.3504531726174296","6.7442543380571696","3.0910424533583201","2.8612879500491402","12.175917515520601","1.0497658229137701","0.91362999525183697","0.84564635454471604","3.3901364343027298","0.47383378482608801","2.7593768282675502","1.24261219469771","4.3504531726174296","6.7442543380571696",10,100,100,0,20,0,0.01,0.01,0.01,0,0,10,100,10,1,0,0,0,10,0,22,2.5,36.3,10,2.30258509299405,2.99573227355399,0,-4.60517018598809,-4.60517018598809,-4.60517018598809,0,2.39789527279837,2.39789527279837,1.25276296849537,3.61899332664977,2.30258509299405
